date,OBV
2020-01-09 13:14:00,11066496.0
2020-01-09 13:15:00,11246509.0
2020-01-09 13:16:00,11142824.0
2020-01-09 13:17:00,11183573.0
2020-01-09 13:18:00,11300070.0
2020-01-09 13:19:00,11194167.0
2020-01-09 13:20:00,11044567.0
2020-01-09 13:21:00,10924076.0
2020-01-09 13:22:00,10876087.0
2020-01-09 13:23:00,10968960.0
2020-01-09 13:24:00,11042188.0
2020-01-09 13:25:00,10980997.0
2020-01-09 13:26:00,11022293.0
2020-01-09 13:27:00,10960599.0
2020-01-09 13:28:00,11059421.0
2020-01-09 13:29:00,10997549.0
2020-01-09 13:30:00,11080920.0
2020-01-09 13:31:00,10995295.0
2020-01-09 13:32:00,11053686.0
2020-01-09 13:33:00,11149322.0
2020-01-09 13:34:00,11095954.0
2020-01-09 13:35:00,11153625.0
2020-01-09 13:36:00,11102179.0
2020-01-09 13:37:00,11033886.0
2020-01-09 13:38:00,11077714.0
2020-01-09 13:39:00,11106848.0
2020-01-09 13:40:00,11168995.0
2020-01-09 13:41:00,11201092.0
2020-01-09 13:42:00,11168731.0
2020-01-09 13:43:00,11257803.0
2020-01-09 13:44:00,11320270.0
2020-01-09 13:45:00,11387626.0
2020-01-09 13:46:00,11439362.0
2020-01-09 13:47:00,11475466.0
2020-01-09 13:48:00,11393890.0
2020-01-09 13:49:00,11439294.0
2020-01-09 13:50:00,11388888.0
2020-01-09 13:51:00,11428055.0
2020-01-09 13:52:00,11328218.0
2020-01-09 13:53:00,11275614.0
2020-01-09 13:54:00,11190968.0
2020-01-09 13:55:00,11138694.0
2020-01-09 13:56:00,11182909.0
2020-01-09 13:57:00,11231414.0
2020-01-09 13:58:00,11183876.0
2020-01-09 13:59:00,11128479.0
2020-01-09 14:00:00,11083082.0
2020-01-09 14:01:00,11149548.0
2020-01-09 14:02:00,11210449.0
2020-01-09 14:03:00,11170519.0
2020-01-09 14:04:00,11202211.0
2020-01-09 14:05:00,11171123.0
2020-01-09 14:06:00,11147799.0
2020-01-09 14:07:00,11076581.0
2020-01-09 14:08:00,11137066.0
2020-01-09 14:09:00,11179834.0
2020-01-09 14:10:00,11144809.0
2020-01-09 14:11:00,11119670.0
2020-01-09 14:12:00,11146392.0
2020-01-09 14:13:00,11099414.0
2020-01-09 14:14:00,11143446.0
2020-01-09 14:15:00,11103101.0
2020-01-09 14:16:00,11183033.0
2020-01-09 14:17:00,11241258.0
2020-01-09 14:18:00,11298770.0
2020-01-09 14:19:00,11242707.0
2020-01-09 14:20:00,11271597.0
2020-01-09 14:21:00,11339868.0
2020-01-09 14:22:00,11393822.0
2020-01-09 14:23:00,11352967.0
2020-01-09 14:24:00,11398178.0
2020-01-09 14:25:00,11365516.0
2020-01-09 14:26:00,11297803.0
2020-01-09 14:27:00,11235240.0
2020-01-09 14:28:00,11235240.0
2020-01-09 14:29:00,11271582.0
2020-01-09 14:30:00,11251902.0
2020-01-09 14:31:00,11316844.0
2020-01-09 14:32:00,11364374.0
2020-01-09 14:33:00,11317713.0
2020-01-09 14:34:00,11350845.0
2020-01-09 14:35:00,11294342.0
2020-01-09 14:36:00,11242395.0
2020-01-09 14:37:00,11285855.0
2020-01-09 14:38:00,11355218.0
2020-01-09 14:39:00,11411592.0
2020-01-09 14:40:00,11296979.0
