date,Real Lower Band,Real Upper Band,Real Middle Band
2020-01-08 10:30:00,297.8975,298.7663,298.3319
2020-01-08 10:31:00,297.9851,298.7122,298.3486
2020-01-08 10:32:00,297.9893,298.7147,298.352
2020-01-08 10:33:00,298.004,298.6871,298.3455
2020-01-08 10:34:00,298.0044,298.6807,298.3425
2020-01-08 10:35:00,298.0032,298.6756,298.3394
2020-01-08 10:36:00,297.9954,298.6713,298.3333
2020-01-08 10:37:00,298.0054,298.6665,298.3359
2020-01-08 10:38:00,297.9993,298.6676,298.3334
2020-01-08 10:39:00,297.9907,298.6659,298.3283
2020-01-08 10:40:00,297.9955,298.6637,298.3296
2020-01-08 10:41:00,297.9895,298.6631,298.3263
2020-01-08 10:42:00,297.9755,298.6637,298.3196
2020-01-08 10:43:00,297.9682,298.6566,298.3124
2020-01-08 10:44:00,297.9555,298.656,298.3058
2020-01-08 10:45:00,297.9355,298.647,298.2913
2020-01-08 10:46:00,297.9134,298.6554,298.2844
2020-01-08 10:47:00,297.9125,298.656,298.2843
2020-01-08 10:48:00,297.8947,298.6624,298.2785
2020-01-08 10:49:00,297.8473,298.6894,298.2683
2020-01-08 10:50:00,297.8129,298.7096,298.2613
2020-01-08 10:51:00,297.7746,298.7299,298.2523
2020-01-08 10:52:00,297.7527,298.7415,298.2471
2020-01-08 10:53:00,297.7349,298.7503,298.2426
2020-01-08 10:54:00,297.7288,298.7527,298.2408
2020-01-08 10:55:00,297.7125,298.7557,298.2341
2020-01-08 10:56:00,297.6914,298.7551,298.2233
2020-01-08 10:57:00,297.6647,298.7571,298.2109
2020-01-08 10:58:00,297.6516,298.7576,298.2046
2020-01-08 10:59:00,297.6394,298.7575,298.1984
2020-01-08 11:00:00,297.6179,298.7576,298.1878
2020-01-08 11:01:00,297.5985,298.7523,298.1754
2020-01-08 11:02:00,297.5685,298.754,298.1613
2020-01-08 11:03:00,297.5504,298.7417,298.1461
2020-01-08 11:04:00,297.5305,298.7357,298.1331
2020-01-08 11:05:00,297.5211,298.7255,298.1233
2020-01-08 11:06:00,297.5147,298.7239,298.1193
2020-01-08 11:07:00,297.509,298.7166,298.1128
2020-01-08 11:08:00,297.5065,298.7054,298.106
2020-01-08 11:09:00,297.5081,298.6914,298.0998
2020-01-08 11:10:00,297.5074,298.6875,298.0974
2020-01-08 11:11:00,297.5061,298.6831,298.0946
2020-01-08 11:12:00,297.5056,298.6815,298.0936
2020-01-08 11:13:00,297.5086,298.6655,298.0871
2020-01-08 11:14:00,297.5098,298.6553,298.0825
2020-01-08 11:17:00,297.5144,298.645,298.0797
2020-01-08 11:18:00,297.5259,298.624,298.075
2020-01-08 11:19:00,297.5249,298.6263,298.0756
2020-01-08 11:21:00,297.5265,298.6231,298.0748
2020-01-08 11:22:00,297.5286,298.6174,298.073
2020-01-08 11:23:00,297.5378,298.5976,298.0677
2020-01-08 11:24:00,297.5391,298.5943,298.0667
2020-01-08 11:25:00,297.5378,298.6015,298.0696
2020-01-08 11:26:00,297.5378,298.6018,298.0698
2020-01-08 11:27:00,297.5389,298.5983,298.0686
2020-01-08 11:28:00,297.5391,298.5938,298.0664
2020-01-08 11:29:00,297.5309,298.612,298.0715
2020-01-08 11:30:00,297.498,298.6663,298.0821
2020-01-08 11:31:00,297.4635,298.7238,298.0936
2020-01-08 11:32:00,297.4566,298.7387,298.0976
2020-01-08 11:33:00,297.4559,298.7404,298.0981
2020-01-08 11:34:00,297.4483,298.7566,298.1024
2020-01-08 11:35:00,297.4453,298.764,298.1046
2020-01-08 11:36:00,297.4307,298.7918,298.1113
2020-01-08 11:37:00,297.4079,298.8359,298.1219
2020-01-08 11:38:00,297.374,298.8991,298.1365
2020-01-08 11:41:00,297.2821,299.0493,298.1657
2020-01-08 11:42:00,297.1953,299.1969,298.1961
2020-01-08 11:43:00,297.1218,299.3337,298.2277
2020-01-08 11:44:00,297.0681,299.4483,298.2582
2020-01-08 11:45:00,297.0236,299.5522,298.2879
2020-01-08 11:46:00,296.993,299.6378,298.3154
2020-01-08 11:47:00,296.979,299.7056,298.3423
2020-01-08 11:48:00,296.9647,299.7727,298.3687
2020-01-08 11:49:00,296.9492,299.8479,298.3985
2020-01-08 11:50:00,296.9424,299.923,298.4327
2020-01-08 11:51:00,296.9371,299.9954,298.4662
2020-01-08 11:52:00,296.9294,300.0747,298.5021
2020-01-08 11:53:00,296.9248,300.15,298.5374
2020-01-08 11:54:00,296.9397,300.2162,298.5779
2020-01-08 11:55:00,296.95,300.291,298.6205
2020-01-08 11:56:00,296.9704,300.3536,298.662
2020-01-08 11:57:00,296.9949,300.4044,298.6997
2020-01-08 11:58:00,297.0186,300.4568,298.7377
2020-01-08 11:59:00,297.0367,300.5106,298.7737
2020-01-08 12:00:00,297.0588,300.5632,298.811
2020-01-08 12:01:00,297.0797,300.6274,298.8535
2020-01-08 12:02:00,297.1057,300.6935,298.8996
2020-01-08 12:03:00,297.1231,300.7644,298.9438
2020-01-08 12:04:00,297.1426,300.8346,298.9886
2020-01-08 12:05:00,297.1727,300.9018,299.0373
2020-01-08 12:06:00,297.1991,300.9798,299.0894
2020-01-08 12:07:00,297.2456,301.0395,299.1426
2020-01-08 12:08:00,297.2868,301.1057,299.1963
2020-01-08 12:09:00,297.3258,301.1803,299.2531
2020-01-08 12:10:00,297.3611,301.2521,299.3066
2020-01-08 12:11:00,297.3899,301.3338,299.3619
2020-01-08 12:12:00,297.4301,301.3976,299.4139
2020-01-08 12:13:00,297.4731,301.4554,299.4643
2020-01-08 12:14:00,297.5139,301.5124,299.5132
2020-01-08 12:15:00,297.5522,301.5765,299.5643
2020-01-08 12:16:00,297.5963,301.638,299.6171
2020-01-08 12:17:00,297.643,301.695,299.669
2020-01-08 12:18:00,297.692,301.7553,299.7237
2020-01-08 12:19:00,297.7421,301.817,299.7795
2020-01-08 12:20:00,297.7743,301.8947,299.8345
2020-01-08 12:21:00,297.8073,301.9718,299.8896
2020-01-08 12:22:00,297.8409,302.0508,299.9458
2020-01-08 12:23:00,297.872,302.139,300.0055
2020-01-08 12:24:00,297.9165,302.2201,300.0683
2020-01-08 12:25:00,297.9818,302.2715,300.1267
2020-01-08 12:26:00,298.047,302.3233,300.1852
2020-01-08 12:27:00,298.1165,302.3723,300.2444
2020-01-08 12:28:00,298.1872,302.4315,300.3093
2020-01-08 12:29:00,298.2643,302.4846,300.3745
2020-01-08 12:30:00,298.3539,302.5364,300.4451
2020-01-08 12:31:00,298.4049,302.6212,300.5131
2020-01-08 12:32:00,298.4268,302.7276,300.5772
2020-01-08 12:33:00,298.4463,302.8381,300.6422
2020-01-08 12:34:00,298.5103,302.9118,300.7111
2020-01-08 12:35:00,298.6082,302.9459,300.7771
2020-01-08 12:36:00,298.7043,302.9705,300.8374
2020-01-08 12:37:00,298.8248,302.966,300.8954
2020-01-08 12:38:00,298.931,302.9615,300.9463
2020-01-08 12:39:00,299.0328,302.9522,300.9925
2020-01-08 12:40:00,299.1222,302.9545,301.0383
2020-01-08 12:41:00,299.1677,302.9756,301.0717
2020-01-08 12:42:00,299.2079,303.0002,301.104
2020-01-08 12:43:00,299.2436,303.0378,301.1407
2020-01-08 12:44:00,299.288,303.0681,301.178
2020-01-08 12:45:00,299.3342,303.1013,301.2177
2020-01-08 12:46:00,299.3889,303.1338,301.2614
2020-01-08 12:47:00,299.4586,303.1587,301.3086
2020-01-08 12:48:00,299.5292,303.1835,301.3563
2020-01-08 12:49:00,299.5925,303.2132,301.4028
2020-01-08 12:50:00,299.6597,303.232,301.4458
2020-01-08 12:51:00,299.7304,303.2472,301.4888
2020-01-08 12:52:00,299.7921,303.2715,301.5318
2020-01-08 12:53:00,299.8579,303.2924,301.5751
2020-01-08 12:54:00,299.929,303.3069,301.618
2020-01-08 12:55:00,299.9916,303.326,301.6588
2020-01-08 12:56:00,300.0668,303.3335,301.7002
2020-01-08 12:57:00,300.1585,303.3312,301.7449
2020-01-08 12:58:00,300.2502,303.3281,301.7892
2020-01-08 12:59:00,300.3445,303.3233,301.8339
2020-01-08 13:00:00,300.4442,303.3083,301.8763
2020-01-08 13:01:00,300.5247,303.3088,301.9168
2020-01-08 13:02:00,300.6019,303.3054,301.9537
2020-01-08 13:03:00,300.6804,303.294,301.9872
2020-01-08 13:04:00,300.7591,303.2806,302.0198
2020-01-08 13:05:00,300.835,303.269,302.052
2020-01-08 13:06:00,300.896,303.2672,302.0816
2020-01-08 13:07:00,300.9677,303.2608,302.1143
2020-01-08 13:08:00,301.0339,303.2543,302.1441
2020-01-08 13:09:00,301.0838,303.264,302.1739
2020-01-08 13:10:00,301.1408,303.2665,302.2036
2020-01-08 13:11:00,301.1882,303.2698,302.229
2020-01-08 13:12:00,301.2545,303.2579,302.2562
2020-01-08 13:13:00,301.3276,303.2435,302.2856
2020-01-08 13:14:00,301.4021,303.2318,302.3169
2020-01-08 13:15:00,301.4608,303.2353,302.3481
2020-01-08 13:16:00,301.5232,303.2284,302.3758
2020-01-08 13:17:00,301.5955,303.2044,302.4
2020-01-08 13:18:00,301.6586,303.1827,302.4207
2020-01-08 13:19:00,301.7165,303.1626,302.4396
2020-01-08 13:20:00,301.7595,303.1521,302.4558
2020-01-08 13:21:00,301.7993,303.1385,302.4689
2020-01-08 13:22:00,301.8319,303.1274,302.4796
2020-01-08 13:23:00,301.8519,303.126,302.489
2020-01-08 13:24:00,301.8689,303.1252,302.4971
2020-01-08 13:25:00,301.9096,303.1099,302.5098
2020-01-08 13:26:00,301.9468,303.1027,302.5247
2020-01-08 13:27:00,301.979,303.1038,302.5414
2020-01-08 13:28:00,301.991,303.1169,302.554
2020-01-08 13:29:00,302.003,303.1292,302.5661
2020-01-08 13:30:00,302.0065,303.1433,302.5749
2020-01-08 13:31:00,302.0043,303.155,302.5797
2020-01-08 13:32:00,302.0007,303.1642,302.5825
2020-01-08 13:33:00,301.9959,303.1741,302.585
2020-01-08 13:34:00,301.9846,303.199,302.5918
2020-01-08 13:35:00,301.9865,303.2141,302.6003
2020-01-08 13:36:00,301.9953,303.228,302.6116
2020-01-08 13:37:00,302.0215,303.2341,302.6278
2020-01-08 13:38:00,302.0623,303.2323,302.6473
2020-01-08 13:39:00,302.1252,303.2079,302.6666
2020-01-08 13:40:00,302.1713,303.1979,302.6846
2020-01-08 13:41:00,302.229,303.1763,302.7027
2020-01-08 13:42:00,302.2831,303.1581,302.7206
2020-01-08 13:43:00,302.3068,303.1622,302.7345
2020-01-08 13:44:00,302.3355,303.1641,302.7498
2020-01-08 13:45:00,302.3563,303.1687,302.7625
2020-01-08 13:46:00,302.3718,303.1698,302.7708
2020-01-08 13:47:00,302.384,303.1735,302.7788
2020-01-08 13:48:00,302.3937,303.1751,302.7844
2020-01-08 13:49:00,302.3998,303.1763,302.7881
2020-01-08 13:50:00,302.4148,303.1723,302.7935
2020-01-08 13:51:00,302.4301,303.1688,302.7995
2020-01-08 13:52:00,302.4373,303.1698,302.8036
2020-01-08 13:53:00,302.4425,303.1696,302.8061
2020-01-08 13:54:00,302.4487,303.1684,302.8086
2020-01-08 13:55:00,302.4536,303.1682,302.8109
2020-01-08 13:56:00,302.4626,303.1674,302.815
2020-01-08 13:57:00,302.4678,303.1669,302.8174
2020-01-08 13:58:00,302.4696,303.1666,302.8181
2020-01-08 13:59:00,302.4617,303.169,302.8153
2020-01-08 14:00:00,302.4605,303.1694,302.815
2020-01-08 14:01:00,302.4542,303.1706,302.8124
2020-01-08 14:02:00,302.4478,303.1731,302.8104
2020-01-08 14:03:00,302.4542,303.1703,302.8122
2020-01-08 14:04:00,302.4636,303.1667,302.8152
2020-01-08 14:05:00,302.4679,303.1651,302.8165
2020-01-08 14:06:00,302.4726,303.1643,302.8184
2020-01-08 14:07:00,302.4752,303.1656,302.8204
2020-01-08 14:08:00,302.48,303.1668,302.8234
2020-01-08 14:09:00,302.4802,303.1679,302.824
2020-01-08 14:10:00,302.4805,303.1683,302.8244
2020-01-08 14:11:00,302.4818,303.1687,302.8253
2020-01-08 14:12:00,302.4866,303.1704,302.8285
2020-01-08 14:13:00,302.4881,303.1729,302.8305
2020-01-08 14:14:00,302.4881,303.1723,302.8302
2020-01-08 14:15:00,302.4902,303.1637,302.827
2020-01-08 14:16:00,302.4902,303.1629,302.8266
2020-01-08 14:17:00,302.4944,303.1676,302.831
2020-01-08 14:18:00,302.5025,303.168,302.8353
2020-01-08 14:19:00,302.5117,303.1674,302.8395
2020-01-08 14:20:00,302.5182,303.1661,302.8422
2020-01-08 14:21:00,302.5355,303.1599,302.8477
2020-01-08 14:22:00,302.5586,303.1495,302.854
2020-01-08 14:23:00,302.5719,303.1453,302.8586
2020-01-08 14:24:00,302.5861,303.1391,302.8626
2020-01-08 14:25:00,302.6026,303.1314,302.867
2020-01-08 14:26:00,302.6054,303.1311,302.8683
2020-01-08 14:27:00,302.6048,303.1302,302.8675
2020-01-08 14:28:00,302.6001,303.1285,302.8643
2020-01-08 14:29:00,302.593,303.1279,302.8604
2020-01-08 14:30:00,302.5833,303.1284,302.8558
2020-01-08 14:31:00,302.5667,303.1323,302.8495
2020-01-08 14:32:00,302.5582,303.129,302.8436
2020-01-08 14:33:00,302.5549,303.1182,302.8366
2020-01-08 14:34:00,302.5613,303.0963,302.8288
2020-01-08 14:35:00,302.5578,303.0911,302.8245
2020-01-08 14:36:00,302.5574,303.0849,302.8212
2020-01-08 14:37:00,302.5525,303.0779,302.8152
2020-01-08 14:38:00,302.5483,303.0673,302.8078
2020-01-08 14:39:00,302.5392,303.0659,302.8026
2020-01-08 14:40:00,302.5327,303.0586,302.7957
2020-01-08 14:41:00,302.5305,303.0516,302.791
2020-01-08 14:42:00,302.5341,303.0428,302.7884
2020-01-08 14:43:00,302.5404,303.0282,302.7843
2020-01-08 14:44:00,302.5506,303.0086,302.7796
2020-01-08 14:45:00,302.559,302.9919,302.7754
2020-01-08 14:46:00,302.5605,302.9863,302.7734
2020-01-08 14:47:00,302.5626,302.9773,302.7699
2020-01-08 14:48:00,302.5629,302.9763,302.7696
2020-01-08 14:49:00,302.5629,302.9763,302.7696
2020-01-08 14:50:00,302.563,302.9776,302.7703
2020-01-08 14:51:00,302.5629,302.9783,302.7706
2020-01-08 14:52:00,302.5631,302.9777,302.7704
2020-01-08 14:53:00,302.562,302.9832,302.7726
2020-01-08 14:54:00,302.5602,302.992,302.7761
2020-01-08 14:55:00,302.5583,302.9998,302.779
2020-01-08 14:56:00,302.5556,303.0071,302.7814
2020-01-08 14:57:00,302.553,303.0166,302.7848
2020-01-08 14:58:00,302.552,303.0267,302.7894
2020-01-08 14:59:00,302.5573,303.0378,302.7975
2020-01-08 15:00:00,302.56,303.0503,302.8052
2020-01-08 15:01:00,302.5577,303.0715,302.8146
2020-01-08 15:02:00,302.5594,303.0914,302.8254
2020-01-08 15:03:00,302.5553,303.1147,302.835
2020-01-08 15:04:00,302.5485,303.139,302.8438
2020-01-08 15:05:00,302.5272,303.1867,302.8569
2020-01-08 15:06:00,302.4916,303.2505,302.8711
2020-01-08 15:07:00,302.4588,303.309,302.8839
2020-01-08 15:08:00,302.4102,303.3902,302.9002
2020-01-08 15:09:00,302.3576,303.4779,302.9178
2020-01-08 15:10:00,302.3337,303.5316,302.9327
2020-01-08 15:11:00,302.3044,303.5974,302.9509
2020-01-08 15:12:00,302.283,303.6499,302.9665
2020-01-08 15:13:00,302.2585,303.7078,302.9832
2020-01-08 15:14:00,302.231,303.7723,303.0017
2020-01-08 15:15:00,302.2088,303.8325,303.0207
2020-01-08 15:16:00,302.1907,303.887,303.0388
2020-01-08 15:17:00,302.1815,303.925,303.0532
2020-01-08 15:18:00,302.1717,303.9696,303.0706
2020-01-08 15:19:00,302.1628,304.0151,303.0889
2020-01-08 15:20:00,302.1566,304.0616,303.1091
2020-01-08 15:21:00,302.1559,304.0975,303.1267
2020-01-08 15:22:00,302.1525,304.1399,303.1462
2020-01-08 15:23:00,302.1468,304.1871,303.167
2020-01-08 15:24:00,302.1439,304.2347,303.1893
2020-01-08 15:25:00,302.1426,304.2807,303.2116
2020-01-08 15:26:00,302.1413,304.3274,303.2344
2020-01-08 15:27:00,302.1471,304.3605,303.2538
2020-01-08 15:28:00,302.1581,304.3938,303.276
2020-01-08 15:29:00,302.1696,304.4323,303.301
2020-01-08 15:30:00,302.1888,304.4616,303.3252
2020-01-08 15:31:00,302.2192,304.478,303.3486
2020-01-08 15:32:00,302.2459,304.4952,303.3706
2020-01-08 15:33:00,302.272,304.5136,303.3928
2020-01-08 15:34:00,302.2978,304.5272,303.4125
2020-01-08 15:35:00,302.325,304.5419,303.4335
2020-01-08 15:36:00,302.3508,304.5528,303.4518
2020-01-08 15:37:00,302.3852,304.5623,303.4737
2020-01-08 15:38:00,302.4233,304.5699,303.4966
2020-01-08 15:39:00,302.4614,304.5844,303.5229
2020-01-08 15:40:00,302.4997,304.6026,303.5512
2020-01-08 15:41:00,302.5305,304.6289,303.5797
2020-01-08 15:42:00,302.5561,304.6501,303.6031
2020-01-08 15:43:00,302.587,304.6672,303.6271
2020-01-08 15:44:00,302.6213,304.678,303.6497
2020-01-08 15:45:00,302.6604,304.677,303.6687
2020-01-08 15:46:00,302.7021,304.6716,303.6869
2020-01-08 15:47:00,302.7442,304.6548,303.6995
2020-01-08 15:48:00,302.783,304.6431,303.713
2020-01-08 15:49:00,302.8227,304.6274,303.725
2020-01-08 15:50:00,302.8287,304.6239,303.7263
2020-01-08 15:51:00,302.834,304.6208,303.7274
2020-01-08 15:52:00,302.8215,304.6285,303.725
2020-01-08 15:53:00,302.8052,304.6382,303.7217
2020-01-08 15:54:00,302.7373,304.6824,303.7098
2020-01-08 15:55:00,302.7178,304.6934,303.7056
2020-01-08 15:56:00,302.7164,304.6941,303.7053
2020-01-08 15:57:00,302.7084,304.6982,303.7033
2020-01-08 15:58:00,302.7008,304.7021,303.7014
2020-01-08 15:59:00,302.6978,304.7035,303.7006
2020-01-08 16:00:00,302.7043,304.7009,303.7026
2020-01-09 09:31:00,302.3568,305.1994,303.7781
2020-01-09 09:32:00,302.1162,305.5912,303.8537
2020-01-09 09:33:00,301.9307,305.9288,303.9298
2020-01-09 09:34:00,301.7544,306.2671,304.0108
2020-01-09 09:35:00,301.6545,306.5031,304.0788
2020-01-09 09:36:00,301.5936,306.6819,304.1378
2020-01-09 09:37:00,301.5462,306.8447,304.1954
2020-01-09 09:38:00,301.4464,307.0823,304.2643
2020-01-09 09:39:00,301.3458,307.3232,304.3345
2020-01-09 09:40:00,301.2484,307.5773,304.4128
2020-01-09 09:41:00,301.1879,307.7757,304.4818
2020-01-09 09:42:00,301.1469,307.9525,304.5497
2020-01-09 09:43:00,301.0887,308.159,304.6239
2020-01-09 09:44:00,301.0299,308.3681,304.699
2020-01-09 09:45:00,300.9697,308.5867,304.7782
2020-01-09 09:46:00,300.9188,308.7982,304.8585
2020-01-09 09:47:00,300.9062,308.9594,304.9328
2020-01-09 09:48:00,300.9087,309.0913,305.0
2020-01-09 09:49:00,300.9145,309.2192,305.0668
2020-01-09 09:50:00,300.9335,309.3202,305.1268
2020-01-09 09:51:00,300.9597,309.4188,305.1892
2020-01-09 09:52:00,300.9791,309.5301,305.2546
2020-01-09 09:53:00,300.9856,309.6682,305.3269
2020-01-09 09:54:00,300.9991,309.795,305.397
2020-01-09 09:55:00,301.0154,309.921,305.4682
2020-01-09 09:56:00,301.0394,310.0327,305.536
2020-01-09 09:57:00,301.076,310.1351,305.6055
2020-01-09 09:58:00,301.1196,310.2205,305.67
2020-01-09 09:59:00,301.161,310.3064,305.7337
2020-01-09 10:00:00,301.2047,310.4027,305.8037
2020-01-09 10:01:00,301.2676,310.4647,305.8662
2020-01-09 10:02:00,301.3338,310.5227,305.9283
2020-01-09 10:03:00,301.401,310.5801,305.9906
2020-01-09 10:04:00,301.4731,310.6455,306.0593
2020-01-09 10:05:00,301.5441,310.7159,306.13
2020-01-09 10:06:00,301.6233,310.7823,306.2028
2020-01-09 10:07:00,301.7056,310.8344,306.27
2020-01-09 10:08:00,301.7908,310.8813,306.3361
2020-01-09 10:09:00,301.8705,310.9266,306.3986
2020-01-09 10:10:00,301.9486,310.9675,306.4581
2020-01-09 10:11:00,302.024,311.0118,306.5179
2020-01-09 10:12:00,302.1097,311.0449,306.5773
2020-01-09 10:13:00,302.1988,311.0803,306.6396
2020-01-09 10:14:00,302.2954,311.1157,306.7056
2020-01-09 10:15:00,302.4092,311.1369,306.773
2020-01-09 10:16:00,302.5316,311.1488,306.8402
2020-01-09 10:17:00,302.6845,311.1546,306.9195
2020-01-09 10:18:00,302.8335,311.1571,306.9953
2020-01-09 10:19:00,302.9969,311.159,307.078
2020-01-09 10:20:00,303.2216,311.1217,307.1717
2020-01-09 10:21:00,303.4604,311.0686,307.2645
2020-01-09 10:22:00,303.7357,310.9854,307.3605
2020-01-09 10:23:00,304.0288,310.8819,307.4554
2020-01-09 10:24:00,304.4036,310.7087,307.5562
2020-01-09 10:25:00,304.7567,310.5425,307.6496
2020-01-09 10:26:00,305.1133,310.3642,307.7388
2020-01-09 10:27:00,305.5255,310.1256,307.8256
2020-01-09 10:28:00,306.0069,309.8242,307.9155
2020-01-09 10:29:00,306.5834,309.427,308.0052
2020-01-09 10:30:00,307.4174,308.7647,308.091
2020-01-09 10:31:00,307.4328,308.7709,308.1019
2020-01-09 10:32:00,307.4471,308.7772,308.1121
2020-01-09 10:33:00,307.4597,308.7819,308.1208
2020-01-09 10:34:00,307.4614,308.7894,308.1254
2020-01-09 10:35:00,307.4898,308.7922,308.141
2020-01-09 10:36:00,307.5621,308.7563,308.1592
2020-01-09 10:37:00,307.6478,308.7032,308.1755
2020-01-09 10:38:00,307.6551,308.7063,308.1807
2020-01-09 10:39:00,307.6561,308.7122,308.1842
2020-01-09 10:40:00,307.6525,308.7205,308.1865
2020-01-09 10:41:00,307.6526,308.7401,308.1963
2020-01-09 10:42:00,307.6554,308.7651,308.2102
2020-01-09 10:43:00,307.6428,308.7929,308.2179
2020-01-09 10:44:00,307.6381,308.8033,308.2207
2020-01-09 10:45:00,307.6392,308.8014,308.2203
2020-01-09 10:46:00,307.6472,308.7867,308.217
2020-01-09 10:47:00,307.6406,308.8074,308.224
2020-01-09 10:48:00,307.6459,308.8254,308.2357
2020-01-09 10:49:00,307.6437,308.8566,308.2502
2020-01-09 10:50:00,307.6563,308.8924,308.2744
2020-01-09 10:51:00,307.6709,308.9248,308.2979
2020-01-09 10:52:00,307.6682,308.9649,308.3165
2020-01-09 10:53:00,307.6501,309.0047,308.3274
2020-01-09 10:54:00,307.627,309.0567,308.3419
2020-01-09 10:55:00,307.6072,309.1025,308.3549
2020-01-09 10:56:00,307.5875,309.1566,308.372
2020-01-09 10:57:00,307.5656,309.2191,308.3924
2020-01-09 10:58:00,307.5569,309.2778,308.4173
2020-01-09 10:59:00,307.5483,309.3342,308.4413
2020-01-09 11:00:00,307.5392,309.3767,308.4579
2020-01-09 11:02:00,307.5681,309.3961,308.4821
2020-01-09 11:03:00,307.5989,309.4162,308.5075
2020-01-09 11:04:00,307.6312,309.4295,308.5304
2020-01-09 11:05:00,307.6473,309.4488,308.548
2020-01-09 11:06:00,307.6506,309.4809,308.5657
2020-01-09 11:07:00,307.6532,309.5129,308.583
2020-01-09 11:08:00,307.6722,309.5348,308.6035
2020-01-09 11:09:00,307.6943,309.5566,308.6254
2020-01-09 11:10:00,307.7183,309.5793,308.6488
2020-01-09 11:11:00,307.7507,309.5949,308.6728
2020-01-09 11:12:00,307.7735,309.6188,308.6961
2020-01-09 11:13:00,307.8036,309.6463,308.725
2020-01-09 11:14:00,307.823,309.6807,308.7519
2020-01-09 11:15:00,307.8351,309.7184,308.7767
2020-01-09 11:16:00,307.8625,309.7416,308.802
2020-01-09 11:17:00,307.896,309.7641,308.83
2020-01-09 11:18:00,307.9096,309.7945,308.852
2020-01-09 11:19:00,307.9247,309.8289,308.8768
2020-01-09 11:20:00,307.9214,309.8759,308.8986
2020-01-09 11:21:00,307.9151,309.9283,308.9217
2020-01-09 11:22:00,307.915,309.9758,308.9454
2020-01-09 11:23:00,307.9205,310.0167,308.9686
2020-01-09 11:24:00,307.941,310.0307,308.9858
2020-01-09 11:25:00,307.9701,310.0378,309.004
2020-01-09 11:26:00,308.0002,310.04,309.0201
2020-01-09 11:27:00,308.0319,310.0413,309.0366
2020-01-09 11:28:00,308.0815,310.034,309.0578
2020-01-09 11:29:00,308.1176,310.0356,309.0766
2020-01-09 11:30:00,308.1414,310.0578,309.0996
2020-01-09 11:31:00,308.1623,310.0923,309.1273
2020-01-09 11:32:00,308.19,310.1162,309.1531
2020-01-09 11:33:00,308.2185,310.1411,309.1798
2020-01-09 11:34:00,308.258,310.152,309.205
2020-01-09 11:35:00,308.2954,310.1625,309.2289
2020-01-09 11:36:00,308.3268,310.1768,309.2518
2020-01-09 11:37:00,308.3759,310.1867,309.2813
2020-01-09 11:38:00,308.4485,310.1779,309.3132
2020-01-09 11:39:00,308.5027,310.1806,309.3417
2020-01-09 11:40:00,308.5519,310.1847,309.3683
2020-01-09 11:41:00,308.5917,310.1819,309.3868
2020-01-09 11:42:00,308.631,310.1798,309.4054
2020-01-09 11:43:00,308.6623,310.1851,309.4237
2020-01-09 11:44:00,308.6874,310.1958,309.4416
2020-01-09 11:45:00,308.7264,310.1941,309.4602
2020-01-09 11:46:00,308.7641,310.1911,309.4776
2020-01-09 11:47:00,308.8153,310.1813,309.4983
2020-01-09 11:48:00,308.8586,310.1783,309.5184
2020-01-09 11:49:00,308.9044,310.1808,309.5426
2020-01-09 11:50:00,308.9243,310.2099,309.5671
2020-01-09 11:51:00,308.9315,310.2441,309.5878
2020-01-09 11:52:00,308.9462,310.2687,309.6075
2020-01-09 11:53:00,308.9599,310.2967,309.6283
2020-01-09 11:54:00,308.9816,310.3079,309.6448
2020-01-09 11:55:00,308.9993,310.3118,309.6556
2020-01-09 11:56:00,309.0189,310.316,309.6674
2020-01-09 11:57:00,309.0323,310.3145,309.6734
2020-01-09 11:58:00,309.0418,310.3184,309.6801
2020-01-09 11:59:00,309.0495,310.3284,309.689
2020-01-09 12:00:00,309.0579,310.3362,309.6971
2020-01-09 12:01:00,309.0737,310.3431,309.7084
2020-01-09 12:02:00,309.1012,310.3413,309.7212
2020-01-09 12:03:00,309.1232,310.3347,309.729
2020-01-09 12:04:00,309.1542,310.3225,309.7384
2020-01-09 12:05:00,309.1911,310.3103,309.7507
2020-01-09 12:06:00,309.2144,310.3073,309.7609
2020-01-09 12:07:00,309.2369,310.302,309.7694
2020-01-09 12:08:00,309.2653,310.2918,309.7785
2020-01-09 12:09:00,309.2862,310.2822,309.7842
2020-01-09 12:10:00,309.2968,310.2768,309.7868
2020-01-09 12:11:00,309.3059,310.2718,309.7888
2020-01-09 12:12:00,309.3018,310.2741,309.7879
2020-01-09 12:13:00,309.2791,310.2857,309.7824
2020-01-09 12:14:00,309.2376,310.3086,309.7731
2020-01-09 12:15:00,309.2271,310.3117,309.7694
2020-01-09 12:16:00,309.2129,310.318,309.7655
2020-01-09 12:17:00,309.174,310.3379,309.7559
2020-01-09 12:18:00,309.1389,310.355,309.7469
2020-01-09 12:19:00,309.0839,310.3819,309.7329
2020-01-09 12:20:00,309.0259,310.4063,309.7161
2020-01-09 12:21:00,308.9486,310.4395,309.694
2020-01-09 12:22:00,308.848,310.488,309.668
2020-01-09 12:23:00,308.7326,310.5465,309.6395
2020-01-09 12:24:00,308.6231,310.6094,309.6162
2020-01-09 12:25:00,308.5529,310.6443,309.5986
2020-01-09 12:26:00,308.461,310.6949,309.5779
2020-01-09 12:27:00,308.3541,310.7537,309.5539
2020-01-09 12:28:00,308.2347,310.8174,309.5261
2020-01-09 12:29:00,308.1474,310.8555,309.5014
